state,state_abbr,year,season,scenario,scenario_label,summer_tas_c,summer_tas_c_2020,summer_tas_c_change_from_2020
Hawaii,HI,2079,JJA,ssp245,Medium emissions (SSP245),24.99130460583433,23.822799064711724,1.168505541122609
Hawaii,HI,2080,JJA,ssp245,Medium emissions (SSP245),25.036498732307564,23.822799064711724,1.213699667595843
Hawaii,HI,2081,JJA,ssp245,Medium emissions (SSP245),25.44915978905009,23.822799064711724,1.6263607243383684
Hawaii,HI,2082,JJA,ssp245,Medium emissions (SSP245),25.880462539325777,23.822799064711724,2.0576634746140523
Hawaii,HI,2083,JJA,ssp245,Medium emissions (SSP245),25.51112581527615,23.822799064711724,1.6883267505644282
Hawaii,HI,2084,JJA,ssp245,Medium emissions (SSP245),25.589111019763216,23.822799064711724,1.7663119550514936
Hawaii,HI,2085,JJA,ssp245,Medium emissions (SSP245),25.746606396944273,23.822799064711724,1.9238073322325535
Hawaii,HI,2086,JJA,ssp245,Medium emissions (SSP245),25.122113399797122,23.822799064711724,1.2993143350853973
Hawaii,HI,2087,JJA,ssp245,Medium emissions (SSP245),25.564755670941917,23.822799064711724,1.741956606230195
Hawaii,HI,2088,JJA,ssp245,Medium emissions (SSP245),25.5084486558691,23.822799064711724,1.6856495911573774
Hawaii,HI,2089,JJA,ssp245,Medium emissions (SSP245),26.311751015656387,23.822799064711724,2.488951950944665
Hawaii,HI,2090,JJA,ssp245,Medium emissions (SSP245),25.358774154856143,23.822799064711724,1.5359750901444242
Hawaii,HI,2091,JJA,ssp245,Medium emissions (SSP245),25.182036924782636,23.822799064711724,1.3592378600709192
Hawaii,HI,2092,JJA,ssp245,Medium emissions (SSP245),25.82235710359799,23.822799064711724,1.999558038886268
Hawaii,HI,2093,JJA,ssp245,Medium emissions (SSP245),25.41177850566849,23.822799064711724,1.5889794409567712
Hawaii,HI,2094,JJA,ssp245,Medium emissions (SSP245),25.477085471101585,23.822799064711724,1.6542864063898632
Hawaii,HI,2095,JJA,ssp245,Medium emissions (SSP245),25.878835541122857,23.822799064711724,2.0560364764111387
Hawaii,HI,2096,JJA,ssp245,Medium emissions (SSP245),25.464596487607118,23.822799064711724,1.641797422895396
Hawaii,HI,2097,JJA,ssp245,Medium emissions (SSP245),25.69233911306754,23.822799064711724,1.8695400483558176
Hawaii,HI,2098,JJA,ssp245,Medium emissions (SSP245),25.02011622015343,23.822799064711724,1.197317155441708
Hawaii,HI,2099,JJA,ssp245,Medium emissions (SSP245),25.346769589527977,23.822799064711724,1.523970524816256
Hawaii,HI,2100,JJA,ssp245,Medium emissions (SSP245),25.972844904150808,23.822799064711724,2.1500458394390853
Hawaii,HI,2020,JJA,ssp585,High emissions (SSP585),24.271744927945377,24.271744927945377,0.0
Hawaii,HI,2021,JJA,ssp585,High emissions (SSP585),24.272083809529946,24.271744927945377,0.000338881584568538
Hawaii,HI,2022,JJA,ssp585,High emissions (SSP585),24.672761691304082,24.271744927945377,0.4010167633587064
Hawaii,HI,2023,JJA,ssp585,High emissions (SSP585),24.511023506168723,24.271744927945377,0.23927857822334814
Hawaii,HI,2024,JJA,ssp585,High emissions (SSP585),24.196485409119255,24.271744927945377,-0.07525951882612214
Hawaii,HI,2025,JJA,ssp585,High emissions (SSP585),24.113129317525605,24.271744927945377,-0.15861561041977038
Hawaii,HI,2026,JJA,ssp585,High emissions (SSP585),24.734851331543478,24.271744927945377,0.46310640359810107
Hawaii,HI,2027,JJA,ssp585,High emissions (SSP585),25.120313302039147,24.271744927945377,0.8485683740937742
Hawaii,HI,2028,JJA,ssp585,High emissions (SSP585),24.30157385300408,24.271744927945377,0.029828925058701657
Hawaii,HI,2029,JJA,ssp585,High emissions (SSP585),24.059932658155013,24.271744927945377,-0.21181226979036114
Hawaii,HI,2030,JJA,ssp585,High emissions (SSP585),24.532510995119985,24.271744927945377,0.26076606717461315
Hawaii,HI,2031,JJA,ssp585,High emissions (SSP585),25.18700260067576,24.271744927945377,0.9152576727303833
Hawaii,HI,2032,JJA,ssp585,High emissions (SSP585),24.45670075129467,24.271744927945377,0.18495582334929414
Hawaii,HI,2033,JJA,ssp585,High emissions (SSP585),24.50196647436312,24.271744927945377,0.23022154641774337
Hawaii,HI,2034,JJA,ssp585,High emissions (SSP585),24.050862141672148,24.271744927945377,-0.22088278627322555
Hawaii,HI,2035,JJA,ssp585,High emissions (SSP585),24.13071258360352,24.271744927945377,-0.14103234434185682
Hawaii,HI,2036,JJA,ssp585,High emissions (SSP585),24.155605171016823,24.271744927945377,-0.11613975692855186
Hawaii,HI,2037,JJA,ssp585,High emissions (SSP585),24.860926375772227,24.271744927945377,0.589181447826851
Hawaii,HI,2038,JJA,ssp585,High emissions (SSP585),24.44204224749354,24.271744927945377,0.17029731954816515
Hawaii,HI,2039,JJA,ssp585,High emissions (SSP585),24.762914946273064,24.271744927945377,0.4911700183276865
Hawaii,HI,2040,JJA,ssp585,High emissions (SSP585),25.07629343403409,24.271744927945377,0.8045485060887112
